Province_id,Province_name,Year,Pop,Pop_den,Literate,Trained,GDPpc,Real_gdp_pc,Real_grdp,Agri,Indus,Service,tax_rev,cus_rev,Total_in,Domestic_in,FDI_in,Dom_in_rate,Registered_FDI,Nonpublic_wage,FDI_eachyear,Total_internet,Total_phones,Market_cost,Land_cost,Time_cost,Unofficial_cost,Proactive_leadership,Business_support,Legal_quality,Accum_FDI_pro,Accum_FDI,FDI_Projects,FDI_regis,Net-migration
68,Lam Dong,2016,1271.3,0.131,93.9,16.1,49.3,33.6,42679,17875,7487,15627,1689,339635,18698,,523,1,100,5200,7200,179471,,8.2,5.4,6.7,5.4,5,5.1,5.7,102,458.6,1,51.7,
68,Lam Dong,2017,1281.3,0.133,94.3,16.9,55.1,36,46162,18647,8134,17491,1890,459697,20320,,400,1,26870,5160,7200,217822,,7.5,6.2,6.6,5.2,5.7,6.6,6,108,525.9,1,72.9,
68,Lam Dong,2018,1291.4,0.134,94.8,17.6,59.5,38.8,50128,19617,8817,19633,2062,458718,21443,,463,1,5443,5630,7460,239871,,7,6.8,7.6,6.1,5.7,5.9,6.7,103,510.8,2,10.5,
68,Lam Dong,2019,1299.3,0.134824115,95.2,18.9,66.8,41.9,54376,20656,9897,21555,2268,381891,23505,,483,1,9100,5770,7690,248279,,7.1,7,7.3,7,6.2,6.1,6.9,103,520.6,3,26.8,
70,Binh Phuoc,2015,944.4,0.137,93.4,12.9,39.8,31.4,29686.5,11480.3,7147.1,11044.7,14.4,306,15705.8,,1079.5,0.931,,5150,5626,299700,,8.7,8.7,8.7,8.7,8.7,8.7,8.6,160,1213.1,24,260.3,
70,Binh Phuoc,2016,962.7,0.1,95.3,14.1,47.5,33.2,31924,10402,7805,12354,1363,443,13684,,1214,0.9,52,5957,6975,498775,,8.5,6,7,5.2,4.2,5,4,180,1436.4,20,123.4,
70,Binh Phuoc,2017,972.6,0.1,96,14.3,52.9,35,34025,10717,8619,13206,1483,578,14289,,1240,0.9,106,6260,6929,145215,,8,6.4,5.8,5,5.3,5.5,4,202,1960.8,24,510.8,
70,Binh Phuoc,2018,984.9,0.1,96.7,16.1,56.1,37.4,36840.14,11480,9822,13875,1663,704,15680,,1304,0.9,349,6579,7383,137020,,7.1,6.7,6.9,6.2,4.2,6.9,5.4,229,2388.7,29,487,
70,Binh Phuoc,2019,997.8,0.1,93.8,16.3,61.6,40.3,40198,12338,11470,14619,1770,867,16785,,2303,0.9,501,6915,8466,155751,,6.9,7.4,5.9,5.7,5.4,5.9,5.7,276,2812.1,47,465.9,
72,Tay Ninh,2015,1129.9,0.275,93.4,14.2,45.5,31.9,36033,11777,10395,12056,1805,1204648,14928,,3916,0.7,515,5424,5883,86640,,8.9,8.8,8.8,8.8,8.8,8.7,8.7,237,3146.3,17,540.6,
72,Tay Ninh,2016,1139.7,0.277,93.9,14.1,50,34.1,38878,12098,11989,12858,1933,929443,16224,,5177,0.7,274,5691,6310,67650,,8.7,6.3,7.2,6.1,5.5,5.5,5.5,256,4209.8,24,720.1,
72,Tay Ninh,2017,1151.1,0.279,94.9,14.1,56.7,36.4,41876,12411,13719,13651,2095,761426,17808,,5853,0.7,746,6729,7195,110979,,7.4,6.9,7.5,6.1,5.7,6.6,5.4,271,5052.1,26,1017.7,
72,Tay Ninh,2018,1160.7,0.28,94.3,14.8,62.4,38.9,45165,12445,15864,14581,2275,858643,20207,,7091,0.6,453,7218,7714,192637,,6.9,7.3,7.8,6.7,5.4,6.7,6.3,294,5799.8,30,837,
72,Tay Ninh,2019,1171.7,0.285,94.9,12.5,69.8,41.9,49138,12510,18580,15524,2523,1531015,23809,,8655,0.6,860,,,212496,,7.7,7.7,7.9,6.7,6.6,6.3,7,323,6990.4,35,1263.5,
74,Binh Duong,2015,2069.2,0.8,97.3,17,115.5,84.2,174219,7160,115670,35895,15494,10333731,62326,,30010,0.5,3254,6297,7281,145944,,8.1,8.1,8,8,8,7.9,7.9,2731,24026,212,3128.6,
74,Binh Duong,2016,2138.8,0.8,96.8,17.2,124.2,90.1,192614,7407,128353,40025,16829,11170464,68512,,34182,0.5,1745,6337,8178,188011,,8.3,6.5,7.2,6.2,5.7,5.6,5.8,3050,26599.7,260,2550.4,
74,Binh Duong,2017,2227.2,0.8,96.3,18.2,131.4,94.5,210472,7637,141959,42584,18292,13448200,75941,,37045,0.5,1594,7359,8647,248324,,7.7,6.8,7.5,5.4,6,6.7,6.4,3305,30339,196,2835.3,
74,Binh Duong,2018,2345.2,0.9,96.5,20.6,137.6,97.4,228375,7851,154952,45974,19598,15013000,85806,,40396,0.5,1397,7748,9165,276891,,7.8,7.1,6.8,5.8,6.9,6.6,5.8,3519,31758.5,226,2395.7,
74,Binh Duong,2019,2456.3,0.9,98,22.1,146.9,101.8,250080,7988,170997,49926,21168,16021000,99013,,45327,0.5,1594,,,407886,,6.8,7.7,6.9,6.1,6.6,6.6,6.1,3778,34341.6,253,3508.6,
75,Dong Nai,2015,2890,0.5,97.9,18.4,81.1,51.9,149851,17922,83173,35395,13358,8502000,40874,,17004,0.6,1778,6021,7321,300393,,7.9,5.3,6.6,4.6,4,5.8,5.4,1350,24025.9,104,1805.1,
75,Dong Nai,2016,2951.4,0.5,97,20.6,86.6,54.5,160958,18676,89423,38459,14399,13244000,,,,,1092,6700,8470,405891,,8.1,5.5,6.6,4.9,4.2,5,5.2,1368,25871.5,95,2562.3,
75,Dong Nai,2017,3004.9,0.5,97,22.4,93.9,57.5,172894,19180,96477,41672,15564,15207000,52942,,23522,0.6,1025,6959,9567,497229,,8.1,6.6,6.5,5,5.7,6.8,5.8,1472,27349.6,86,1797.1,
75,Dong Nai,2018,3055.9,0.5,96.5,22.7,103,61.5,187969,19911,106653,44636,16768,17219000,58722,,26039,0.6,1045,7511,11010,513854,,8.1,6.2,7,6.8,5.4,6.5,6.2,1560,28658.8,130,1481.1,
75,Dong Nai,2019,3113.7,0.5,97.9,23.1,113.6,65.9,205057,20408,119623,47749,17276,17186000,64634,,29304,0.5,1375,,,876006,,7.1,6.1,8,5.6,5.9,6.9,6.4,1662,31233.1,124,2178.8,
77,Ba Ria-Vung Tau,2015,1104.3,0.6,96.8,25,265,236.5,261145,7924,214412,27269,11538,18374000,32758,,17551,0.5,556,5807,11351,115000,585000,8.1,8.1,8.1,8,8,8,7.9,322,27766.4,14,759.7,
77,Ba Ria-Vung Tau,2016,1117.6,0.6,97.3,25.7,241.5,226.1,252743,8194,204123,27652,12771,16492000,32061,,16937,0.5,456,5876,13009,126700,720000,7.9,5.9,5.8,5.6,4.2,6,5.1,345,27089.3,18,724.7,
77,Ba Ria-Vung Tau,2017,1127.2,0.6,97.7,28.7,263.1,215.8,243229,8451,192778,29436,12563,17713000,32076,,16814,0.5,206,6514,13461,134600,759000,8.2,5.9,6.4,5,5.5,7.1,5.6,363,26838.1,25,504.4,
77,Ba Ria-Vung Tau,2018,1138.3,0.6,97.2,25.7,298.1,212.6,242018,8727,188698,31508,13084,18590000,30977,,15212,0.5,1977,7324,13461,150900,909000,7.6,6.4,7,6.4,5.5,6.6,6.4,414,29882.3,48,2299.9,
77,Ba Ria-Vung Tau,2019,1152.2,0.6,97.9,28,311.5,214.2,246807,8986,188911,33526,15382,19958000,35227,,16627,0.5,1075,7452,10026,151900,910000,5.9,7,7.3,6.5,6,6.9,6.3,466,31025.9,49,1085.4,
79,Ho Chi Minh city,2015,8307.9,4,98.3,34,110.6,87.4,726140,4462,183805,443394,944790,93903000,239718,,35913,0.9,2983,7283,9620,1564801,14638998,7.6,5.2,6.1,4.4,4.2,7,5,5886,42366.8,606,4100.2,
79,Ho Chi Minh city,2016,8479.1,4,98.7,34.7,118.6,91.9,779228,4695,198695,474746,101092,101061000,257940,,40099,0.8,1322,7493,11001,1887061,13405066,8,5.5,6.2,4.7,4.2,6.8,4.3,6762,45293.4,853,3896.9,
79,Ho Chi Minh city,2017,8649.6,4.1,98.5,36.6,128.9,97.2,840728,4974,215521,511505,108728,109042000,282514,,43316,0.8,2426,8990,12121,2087434,15023988,7.4,6.1,7.1,5,5.3,7.8,5.1,7333,43879.3,963,6745.4,
79,Ho Chi Minh city,2018,8843.3,4.2,98.1,36.7,138.6,102.5,906820,5242,233105,553059,115414,108019000,302262,,45135,0.9,812,9139,13404,2199011,16667023,7.3,5.4,7,5.5,5.5,7.6,5.1,8123,45194.3,1060,6237.6,
79,Ho Chi Minh city,2019,9038.6,4.3,99,37.3,148.1,108.2,977845,5471,247539,599728,125107,118731000,324848,,47827,0.9,1891,,,2357456,16716918,7.2,6.4,6.9,5.6,5.6,7.4,5.4,9202,47379.1,1365,8338.2,
80,Long An,2015,1626.2,0.4,95.2,11.7,45.2,32.1,52210,11915,20944,15810,3541,1526200,18371,,2817,0.8,694,5428,5626,95710,,8.8,8.7,8.7,8.7,8.7,8.7,8.7,760,5406,126,651.9,
80,Long An,2016,1645.2,0.4,95.9,12.4,50.2,34.8,57283,11982,24456,16820,4024,1825830,20191,,3272,0.8,251,6090,6683,133490,,8.1,6.3,7.2,6.4,5.7,6.1,6.5,873,6500.2,125,934.6,
80,Long An,2017,1662.3,0.4,96.6,14.6,57.3,37.8,62908,12091,28341,18009,4468,2035830,21483,,5654,0.7,242,6832,7036,157640,,8.7,7.3,7.6,6.8,7.1,6.5,7.2,962,6970.7,101,580.3,
80,Long An,2018,1678.9,0.4,95.8,16,65.7,41.4,69569,12545,32895,19293,4836,2403280,24811,,6025,0.8,432,7453,6426,195800,,7.1,7.8,7.7,7,6.4,7,6.5,1042,7396.4,92,707.7,
80,Long An,2019,1695.2,0.4,96.7,16.7,72.7,45,76232,12876,37634,20554,5169,3513920,27478,,6312,0.8,382,,,235450,,7.1,7.3,7.7,6.8,7.4,7.2,7.6,1170,7900.8,152,831.9,
82,Tien Giang,2015,1728.7,0.7,94.9,12.7,37.5,26,44948,19347,10414,13031,2156,578279,24400,,5275,0.8,69,4621,5733,77297,,8.2,8.2,8.2,8.2,8.2,8.2,8.1,78,1532.5,6,92.1,
82,Tien Giang,2016,1740.1,0.7,95.3,11.5,41.8,28,48747,20026,12169,14045,2508,332375,26919,,6530,0.8,389,5200,6787,110422,,8.9,5.6,6.6,5.3,4.1,5.5,5,99,2069.2,13,426.4,
82,Tien Giang,2017,1751.8,0.7,94.9,10.2,46.1,30,52492,20692,14034,14910,2856,303107,29139,,6693,0.8,69,4672,6477,162441,,7.5,6.3,7.2,5.3,5.6,6.6,4.8,104,2201.6,6,150.1,
82,Tien Giang,2018,1759.1,0.7,94.9,11.8,50.5,32,56206,21584,15609,15841,3173,360802,31893,,4980,0.8,105,5012,8617,192368,,7.6,6.3,7.6,6.2,5.5,6.5,6.5,114,2192,10,247,
82,Tien Giang,2019,1766,0.7,95.9,11.9,55.4,33.9,59929,22339,17197,16906,3486,283978,32991,,5013,0.8,350,5662,10031,226560,,6.6,7,7.3,6.3,6.3,6.6,6.3,117,2581.2,4,396.4,
83,Ben Tre,2015,1275.8,0.5,94.6,12.6,28.6,20,25548,9220,4316,11113,899,NA,10853,,901,0.9,167,3065,2420,43405,,8.6,8.6,8.6,8.5,8.5,8.5,8.5,55,591.1,2,173.6,
83,Ben Tre,2016,1278.6,0.5,95,12.4,30.6,21.3,27220,9101,4883,12309,927,NA,11364,,741,0.9,52,3601,3366,60522,,8.6,6.4,7.4,6.5,4.9,5.8,7.2,56,781.4,7,219,
83,Ben Tre,2017,1282.4,0.5,94.7,12.9,33.5,22.8,29188,9901,5217,13107,963,NA,9844,,480,1,213,4367,3906,80747,,7.9,7,7.6,6.4,7,6.9,6.8,59,865.3,4,246,
83,Ben Tre,2018,1286,0.5,93.8,9.1,36.9,24.3,31296,10317,5967,13988,1024,NA,10987,,573,0.9,390,5142,5083,131630,,7,7.3,8.5,7.2,6.8,7.1,7.7,61,1053.6,4,403.5,
83,Ben Tre,2019,1289.1,0.5,95.2,11.6,40.5,26,33508,10710,6723,14893,1181,4000,11905,,503,1,45,5431,5788,176325,,7,7,8.8,8,7.5,6.3,7.8,64,1079.4,3,64.8,
84,Tra Vinh,2015,1006.9,0.4,87.9,10.4,35.2,24.6,24744,11266,3874,8013,1591,NA,21466,,1254,0.9,2527,4027,4380,34528,,8.6,8.6,8.6,8.6,8.6,8.6,8.6,27,2684.1,2,2526.8,
84,Tra Vinh,2016,1007.6,0.4,87.4,11.5,40.2,27.6,27792,10156,6971,8678,1987,NA,15842,,205,1,256,4591,4608,41760,,8.2,6.8,7.5,6.1,4.9,5,7,33,2940.6,8,259.8,
84,Tra Vinh,2017,1008.1,0.4,88.5,12.1,47.4,30.9,31137,10858,9081,9160,2038,46918,16021,,471,1,147,4652,5781,61798,,8.1,7.3,7.9,7.8,5.8,4.8,6.7,37,3080.5,4,143.3,
84,Tra Vinh,2018,1008.8,0.4,87.8,10.8,53.1,33.8,34106,11626,10504,9813,2163,NA,15447,,5027,0.7,149,5167,5857,80114,,7.3,7.1,7.7,7.4,5.5,6.1,6.4,39,3231.2,2,150.8,
84,Tra Vinh,2019,1009.3,0.4,89.5,11.8,59.1,38.8,39169,11926,14114,10494,2635,405635,16202,,5149,0.7,101,,,120549,,7.5,6.9,8.2,7.3,6.7,5.6,6.5,43,3330.7,4,110.6,
86,Vinh Long,2015,1023.2,0.7,93.7,13.7,37.5,26.1,26669,10001,4423,10842,1402,1469479,8637,,524,0.9,61,3651,4301,61003,,8.5,8.5,8.5,8.4,8.4,8.4,8.3,27,234.2,4,12.8,
86,Vinh Long,2016,1022.9,0.7,93.5,14.9,40.7,27.3,27897,9897,4893,11529,1578,724757,9081,,918,0.9,144,4034,4830,60140,,9.3,7,7.8,5.8,5.3,5.8,5.9,38,478.7,7,143,
86,Vinh Long,2017,1022.6,0.7,94.4,15.7,44.4,28.8,29458,10117,5314,12283,1744,1326323,9349,,745,0.9,124,4652,5394,97215,,8.5,6.7,7.4,6.6,6.2,6.7,7.1,38,552.6,3,127.7,
86,Vinh Long,2018,1022.7,0.7,93.1,15.7,48.2,30.5,31159,10443,5776,13065,1875,862335,9340,,721,0.9,163,5316,5396,131936,,7.9,7.9,8.7,8.3,6.7,6.8,7.5,47,604.8,11,170.8,
86,Vinh Long,2019,1022.6,0.7,95.8,15.8,52.3,32.2,32899,10638,6429,13862,1969,1600790,10224,,960,0.9,117,5051,6071,145638,,7.9,7.9,8.7,8.3,6.7,6.8,7.5,62,741.6,18,150.5,
87,Dong Thap,2015,1625.6,0.5,93.6,11,35.2,25.8,41887,16165,9108,14208,2406,243841,6431,,42,1,33,4952,4904,112176,,8.7,8.7,8.7,8.7,8.7,8.6,8.6,17,105.5,1,10.4,
87,Dong Thap,2016,1619,0.5,93.1,11.9,38.4,27.3,44227,16482,9823,15393,2529,96957,7173,,62,1,28,5432,5053,154604,,9,6.6,8.7,6.9,6.3,5.5,6.8,18,118.2,3,19.1,
87,Dong Thap,2017,1612.5,0.5,93.5,15.3,42.3,29.1,46898,17030,10469,16502,2896,107416,7275,,63,1,49,6469,6237,197174,,8.3,7.6,8.7,6.9,7,6.7,7.1,21,169.4,4,76.5,
87,Dong Thap,2018,1606.1,0.5,91.6,11.3,47.4,31.2,50184,18123,11371,17518,3171,74262,9073,,26,1,1,6860,6189,638959,,7.4,7.8,8.9,7.4,7.8,6.8,7.5,16,604.8,1,7.3,
87,Dong Thap,2019,1598.8,0.5,93.8,13.5,51.5,33.4,53457,18694,12465,18810,3488,126740,10077,,14,1,12,,,760000,,6.4,7.7,8.4,7.6,8.4,6.8,7.8,18,168.7,2,13,
89,An Giang,2015,2000.8,0.6,76,9,30.2,21.4,42885,17950,5594,17909,1432,108978,7959,,109,1,54,5721,3709,68160,,8.7,8.7,8.7,8.7,8.6,8.6,8.6,27,204,9,93.8,
89,An Giang,2016,1976.4,0.6,75.9,10.4,33.1,22.7,44818,18065,6027,19177,1549,130610,8290,,292,1,0,5201,4735,103735,,8.6,6,7,5.4,5.4,5.5,5.6,26,182.1,1,11,
89,An Giang,2017,1954.2,0.6,76.6,12.5,36.2,23.9,46778,18374,6292,20478,1634,166390,8983,,199,1,7,5318,4930,193934,,8.7,6.4,6.9,5.2,6.4,6,6.2,25,198.2,1,8.1,
89,An Giang,2018,1931.1,0.5,76.1,13.5,40.5,25.6,49432,18957,6940,21756,1780,191373,11662,,229,1,3,5699,5039,234450,,7,7.6,7.6,7.1,6.2,6.2,6,25,208.1,2,1.8,
89,An Giang,2019,1907.4,0.5,69.6,14.6,44.3,27.5,52531,19700,7650,23252,1929,506585,11557,,28,1,58,,,218809,,7.1,7.8,7.6,6.6,6.9,5.6,6.4,26,267.6,2,65.4,
91,Kien Giang,2015,1705.4,0.3,91.3,10.9,37.7,29.7,50648,20473,9184,19625,1367,107227,28139,,338,1,47,5487,8622,97018,,8.7,8.7,8.6,8.6,8.6,8.6,8.6,38,2957.6,2,33,
91,Kien Giang,2016,1708.7,0.3,90.7,12.4,40.9,31.6,53994,19986,10405,21891,1712,134195,31384,,359,1,8,5108,8581,142153,,8.4,6.2,6.9,5.7,5.1,6.2,6.2,42,3076,2,5.1,
91,Kien Giang,2017,1712.9,0.3,91.4,10.8,45.4,33.9,57983,20462,11078,24531,1912,117368,34769,,256,1,1342,5771,8805,170231,,8.4,6.5,7.6,6.9,4.6,7.1,6.2,48,4371.3,7,1313.3,
91,Kien Giang,2018,1718.1,0.3,90.9,15.2,50,36.3,62362,21478,11970,26367,2548,447716,34412,,404,1,6,6957,7933,201326,,6.4,7,7.4,6.8,5.7,6.6,6.2,51,4724.5,4,353.9,
91,Kien Giang,2019,1723.7,0.3,93.4,13.6,54.1,38.8,66914,22144,13084,28846,2840,218,33319,,145,1,11,,,240386,,6.5,7.2,8.1,7.3,6.2,5.7,7.5,60,4802.2,7,20.7,
92,Can Tho,2015,1208.5,0.8,94.2,18.5,51,51,61616,7374,20010,29735,4496,1703537,18882,,978,0.9,19,4186,5298,113000,,8.2,8.2,8.1,8.1,8.1,8.1,8.1,74,799.2,5,17.9,
92,Can Tho,2016,1214.6,0.8,94.2,20.1,55.4,55.4,67271,7564,22007,32874,4827,1051702,18823,,1156,0.9,224,5081,5698,138000,,8.7,6.2,7.3,6.1,4.7,5.8,6.6,81,618.2,8,242.4,
92,Can Tho,2017,1222.4,0.9,94.2,22.2,60.1,60.1,73449,7648,23371,36963,5467,1869926,19391,,851,1,8,5436,6789,175000,,7.9,6.7,6.8,6.2,6.1,6.8,6.5,76,643.6,4,31.2,
92,Can Tho,2018,1227.7,0.9,93.9,23.9,67.8,67.8,83216,8519,27795,40840,6061,1116460,20182,,1086,0.9,11,5214,6837,192000,,7.1,7.2,7.6,6.5,5.6,6.8,5.9,82,693,7,43.9,
92,Can Tho,2019,1236,0.9,96.5,24.8,74,74,91471,8618,31615,44790,6449,669711,22020,,815,1,43,6035,6233,207000,,6.5,7.2,8,6.6,6.5,7,6.9,85,725.8,7,69.1,
93,Hau Giang,2015,742.4,0.5,94.3,9.4,34,24.5,18212,5692,3585,7050,1886,NA,11389,,652,0.9,,4570,3806,,571150,9.2,9.2,9.2,9,8.9,8.8,8.8,20,1351.2,0,250,
93,Hau Giang,2016,740.1,0.5,94.5,9.3,36.6,26.2,19414,5741,4022,7630,2022,NA,12455,,784,0.9,,4935,3638,,663925,8,6.4,7,5.7,5.2,5.2,6.5,19,792.7,0,70,
93,Hau Giang,2017,737.3,0.5,94.9,9.3,40,28.1,20716,5889,4483,8180,2165,13210,12466,,1004,0.9,1,5696,4511,,616273,7.9,5.9,7.9,6.1,6.7,5.5,6.1,21,793.6,2,0.9,
93,Hau Giang,2018,734.9,0.5,94,9.3,44.3,30.1,22151,6020,5098,8692,2341,281970,12921,,941,0.9,70,5696,5224,,635132,7.7,6.7,7,6.5,6,6.1,6.2,21,450.1,1,5.9,
93,Hau Giang,2019,732.2,0.5,94.4,9.2,48,32.2,23591,6187,5637,9243,2524,253579,13679,,851,0.9,,5804,5324,,602727,7.7,6.3,8.1,7,7.2,5.7,6.4,23,519.8,2,71,
94,Soc Trang,2015,1236.3,0.4,88.3,9.7,31.2,22.7,28073,13901,3864,9494,815,49757,6080,,21,1,6,3610,2060,49276,,8.8,8.8,8.8,8.7,8.7,8.7,8.7,13,118.6,1,13,
94,Soc Trang,2016,1227.6,0.4,87.7,10.3,33.8,23.8,29261,14028,4208,10176,849,65971,6739,,71,1,5,4650,2860,56890,,8.6,6.8,8.4,6.5,5.7,4.4,6.5,14,123.6,1,5,
94,Soc Trang,2017,1218.3,0.4,89.9,10.4,37.4,25.1,30549,14486,4425,10728,909,412475,7577,,16,1,110,4810,3580,80969,,8.3,7.3,7.8,6.8,5.2,5.5,6,13,126.3,1,20,
94,Soc Trang,2018,1208.8,0.4,89.9,11.3,41.5,26.9,32525,15293,4802,11381,1049,615552,8706,,41,1,100,6060,4110,113223,,7.7,7.4,8,7.5,7.3,5,6.7,15,240.6,3,89.8,
94,Soc Trang,2019,1199.5,0.4,89.3,12.5,44.4,28.6,34317,15833,5306,12058,1120,NA,10300,,52,1,24,7000,4380,132698,,7.2,7.1,8,7,6.9,5.4,6.7,15,247.4,5,112.3,
95,Bac Lieu,2015,887.3,0.3,94,47,32.6,23.3,20661,10113,3074,6488,986,NA,8652,,45,1,NA,3727,3765,27917,,8,7.9,7.9,7.9,7.8,7.8,7.6,17,94.2,0,5.7,
95,Bac Lieu,2016,892.8,0.3,95,49,35.4,24.7,22056,10521,3393,7054,1088,NA,9783,,46,1,NA,4497,5922,36680,,8.3,6.3,7.1,6.4,5.4,5.1,6.8,16,74.8,0,0,
95,Bac Lieu,2017,897.7,0.3,95.1,51.1,39.8,26.1,23443,10948,3731,7582,1182,NA,11194,,54,1,NA,4614,5581,55438,,8.6,6.6,6.7,6.4,6,5.8,5.7,11,71.5,0,0,
95,Bac Lieu,2018,903,0.3,95.1,53.3,44.8,28.1,25365,11633,4288,8153,1291,NA,12574,,21,1,366,4722,6820,71363,,6.6,7.2,6.3,6.5,5.4,7,6.4,11,439.9,1,368.1,
95,Bac Lieu,2019,908.2,0.3,95.1,58.3,51.1,30.9,28056,12337,5117,9195,1407,NA,16480,,80,1,9,,,120956,,7.7,7.4,7.1,6,6.3,5.8,6.5,13,553.4,2,114.1,
96,Ca Mau,2015,1199.5,0.2,95.6,10.2,35.9,28,33571.9,8234.1,11330.7,12718.5,1288.6,180493,9403,,18,1,12,5014,5288,38781,,7.9,5.9,7.6,5.1,4.7,5.7,5.4,9,789.5,0,0,
96,Ca Mau,2016,1198.1,0.2,95.3,10.5,37.4,28.5,34203.9,7999.4,11530.2,13276.8,1397.5,209520,10398,,20,1,12,5443,8038,58080,,8.5,6.1,7,5.9,4.8,5.4,5.8,11,793.4,0,0,
96,Ca Mau,2017,1197,0.2,95.8,10.4,43.2,30.7,36745,11456,13691,10160,1437,16904,11364,,2,1,314,6110,8038,77200,,8,6.2,7,6.4,5.2,6.3,5.5,11,40.3,2,21,
96,Ca Mau,2018,1195.6,0.2,95.6,12.4,48.2,32.4,38686,12281,14068,10823,1514,29082,14570,,131,1,394,6951,7709,97239,,8.2,6.1,7.3,5.9,5.2,6.6,5.4,11,70.2,2,37.7,
96,Ca Mau,2019,1194.3,0.2,95.2,12.3,51.6,34.4,41055,12712,15236,11505,1601,20247,16064,,259,1,,,,131267,,8.1,6.7,6.9,6.3,5.6,6.8,6.7,11,146.7,2,80.2,
